model	fcst_var	fcst_lead	fcst_thresh	interp_pnts	fss
NAMnest_mem000	REFC	000000	>=30	25	0.3122077419354839
NAMnest_mem000	REFC	010000	>=30	25	0.29954032258064517
NAMnest_mem000	REFC	020000	>=30	25	0.2677377419354839
NAMnest_mem000	REFC	030000	>=30	25	0.24871806451612902
NAMnest_mem000	REFC	040000	>=30	25	0.23821616129032258
NAMnest_mem000	REFC	050000	>=30	25	0.22729551612903226
NAMnest_mem000	REFC	060000	>=30	25	0.23558748387096776
NAMnest_mem000	REFC	070000	>=30	25	0.23010474193548386
NAMnest_mem000	REFC	080000	>=30	25	0.22178612903225808
NAMnest_mem000	REFC	090000	>=30	25	0.2194864193548387
NAMnest_mem000	REFC	100000	>=30	25	0.22149296774193547
NAMnest_mem000	REFC	110000	>=30	25	0.22552816129032258
NAMnest_mem000	REFC	120000	>=30	25	0.22453105483870966
NAMnest_mem000	REFC	130000	>=30	25	0.21276882903225808
NAMnest_mem000	REFC	140000	>=30	25	0.20927539677419357
NAMnest_mem000	REFC	150000	>=30	25	0.20008568064516127
NAMnest_mem000	REFC	160000	>=30	25	0.19778045161290322
NAMnest_mem000	REFC	170000	>=30	25	0.1903127806451613
NAMnest_mem000	REFC	180000	>=30	25	0.18548170967741937
NAMnest_mem000	REFC	190000	>=30	25	0.17692890322580646
NAMnest_mem000	REFC	200000	>=30	25	0.16787193548387097
NAMnest_mem000	REFC	210000	>=30	25	0.15932112903225806
NAMnest_mem000	REFC	220000	>=30	25	0.15489470967741936
NAMnest_mem000	REFC	230000	>=30	25	0.1532042258064516
NAMnest_mem000	REFC	240000	>=30	25	0.150523
NAMnest_mem000	REFC	250000	>=30	25	0.15069832258064517
NAMnest_mem000	REFC	260000	>=30	25	0.14915322580645163
NAMnest_mem000	REFC	270000	>=30	25	0.14907519354838708
NAMnest_mem000	REFC	280000	>=30	25	0.15095151612903226
NAMnest_mem000	REFC	290000	>=30	25	0.15076551612903227
NAMnest_mem000	REFC	300000	>=30	25	0.14634819677419356
NAMnest_mem000	REFC	310000	>=30	25	0.14698825806451613
NAMnest_mem000	REFC	320000	>=30	25	0.13887403548387098
NAMnest_mem000	REFC	330000	>=30	25	0.13407392258064518
NAMnest_mem000	REFC	340000	>=30	25	0.12908088387096775
NAMnest_mem000	REFC	350000	>=30	25	0.1160107935483871
NAMnest_mem000	REFC	360000	>=30	25	0.11464604516129032
NAMnest_mem000	REFC	370000	>=30	25	0.11669564516129032
NAMnest_mem000	REFC	380000	>=30	25	0.11518638064516129
NAMnest_mem000	REFC	390000	>=30	25	0.10964981935483871
NAMnest_mem000	REFC	400000	>=30	25	0.10699829677419355
NAMnest_mem000	REFC	410000	>=30	25	0.10199926774193549
NAMnest_mem000	REFC	420000	>=30	25	0.10126590322580645
NAMnest_mem000	REFC	430000	>=30	25	0.10631703225806452
NAMnest_mem000	REFC	440000	>=30	25	0.10689383870967743
NAMnest_mem000	REFC	450000	>=30	25	0.10744022580645161
NAMnest_mem000	REFC	460000	>=30	25	0.10173309677419354
NAMnest_mem000	REFC	470000	>=30	25	0.10091767741935484
NAMnest_mem000	REFC	480000	>=30	25	0.10410851612903226
NAMnest_mem000	REFC	490000	>=30	25	0.106191
NAMnest_mem000	REFC	500000	>=30	25	0.10772277419354838
NAMnest_mem000	REFC	510000	>=30	25	0.11515477419354839
NAMnest_mem000	REFC	520000	>=30	25	0.1108011612903226
NAMnest_mem000	REFC	530000	>=30	25	0.11111793548387097
NAMnest_mem000	REFC	540000	>=30	25	0.11981106451612904
NAMnest_mem000	REFC	550000	>=30	25	0.11918564516129032
NAMnest_mem000	REFC	560000	>=30	25	0.11642303870967742
NAMnest_mem000	REFC	570000	>=30	25	0.11075277741935484
NAMnest_mem000	REFC	580000	>=30	25	0.11163810645161291
NAMnest_mem000	REFC	590000	>=30	25	0.10969482903225806
NAMnest_mem000	REFC	600000	>=30	25	0.10210287096774193
